,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,nursery,higher_por,internet,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,higher_mat,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat
159,GP,F,15,U,GT3,A,3,3,services,services,home,mother,1.0,2.0,0.0,no,no,no,no,no,yes,no,yes,1.0,3.0,2.0,2.0,3.0,1.0,24.0,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
160,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,3.0,5.0,0.0,15.0,13.0,13.0,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,0.0,13.0,12.0,12.0
161,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1.0,1.0,0.0,no,no,yes,yes,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,4.0,14.0,15.0,15.0,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,2.0,5.0,0.0,13.0,12.0,12.0
162,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,2.0,4.0,12.0,11.0,11.0,father,2.0,1.0,2.0,no,yes,no,yes,yes,no,2.0,3.0,3.0,2.0,2.0,2.0,8.0,9.0,9.0,9.0
163,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,5.0,2.0,13.0,13.0,13.0,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,5.0,2.0,9.0,11.0,11.0
164,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,4.0,4.0,3.0,3.0,1.0,4.0,10.0,11.0,11.0,mother,1.0,1.0,0.0,no,no,no,no,yes,no,3.0,4.0,4.0,3.0,3.0,1.0,2.0,14.0,14.0,13.0
165,GP,F,15,U,GT3,T,1,1,other,services,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,2.0,1.0,2.0,5.0,0.0,12.0,12.0,12.0,father,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,2.0,1.0,2.0,5.0,0.0,8.0,11.0,11.0
166,GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2.0,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,4.0,4.0,2.0,1.0,1.0,5.0,0.0,11.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,
167,GP,F,15,U,GT3,T,3,2,health,services,home,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,no,3.0,3.0,2.0,1.0,1.0,3.0,2.0,11.0,11.0,11.0,father,1.0,2.0,3.0,no,yes,no,no,yes,no,3.0,3.0,2.0,1.0,1.0,3.0,0.0,6.0,7.0,0.0
168,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,6.0,13.0,12.0,13.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,2.0,10.0,11.0,11.0
169,GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1.0,2.0,0.0,no,no,no,no,no,yes,no,yes,2.0,3.0,4.0,2.0,4.0,1.0,6.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,
170,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,5.0,5.0,2.0,5.0,5.0,0.0,12.0,11.0,11.0,mother,4.0,1.0,3.0,no,no,no,no,yes,no,4.0,5.0,5.0,2.0,5.0,5.0,0.0,8.0,9.0,10.0
171,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1.0,1.0,2.0,no,no,no,no,yes,no,yes,yes,2.0,3.0,5.0,2.0,5.0,4.0,0.0,11.0,9.0,0.0,mother,1.0,1.0,3.0,no,no,no,no,no,yes,2.0,3.0,5.0,2.0,5.0,4.0,0.0,6.0,5.0,0.0
172,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1.0,1.0,1.0,no,no,no,yes,yes,yes,no,yes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,9.0,10.0,10.0,mother,1.0,1.0,1.0,no,no,no,yes,yes,yes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,12.0,13.0,14.0
173,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2.0,1.0,2.0,3.0,3.0,2.0,13.0,13.0,13.0,other,2.0,3.0,2.0,no,yes,yes,yes,yes,yes,4.0,2.0,1.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0
174,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,4.0,5.0,4.0,1.0,1.0,4.0,6.0,11.0,9.0,11.0,mother,1.0,1.0,3.0,no,yes,no,no,no,yes,4.0,5.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0
175,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1.0,1.0,0.0,yes,yes,no,no,yes,yes,no,yes,4.0,2.0,1.0,1.0,1.0,4.0,0.0,13.0,13.0,13.0,mother,1.0,1.0,0.0,yes,yes,no,no,yes,yes,4.0,2.0,1.0,1.0,1.0,4.0,0.0,11.0,11.0,12.0
176,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1.0,2.0,0.0,yes,no,yes,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,1.0,0.0,7.0,8.0,8.0,mother,1.0,2.0,0.0,yes,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,1.0,1.0,2.0,11.0,8.0,8.0
177,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1.0,1.0,3.0,no,no,no,no,yes,yes,no,no,2.0,2.0,2.0,3.0,3.0,5.0,14.0,9.0,8.0,10.0,mother,1.0,1.0,0.0,no,no,no,no,yes,no,2.0,2.0,2.0,3.0,3.0,5.0,8.0,16.0,12.0,13.0
178,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3.0,1.0,3.0,no,yes,no,yes,no,yes,no,no,5.0,2.0,5.0,1.0,5.0,4.0,6.0,11.0,10.0,11.0,mother,3.0,1.0,3.0,no,yes,no,yes,yes,no,5.0,2.0,5.0,1.0,5.0,4.0,6.0,9.0,8.0,10.0
179,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3.0,1.0,0.0,no,no,no,no,no,yes,no,no,4.0,2.0,2.0,1.0,2.0,3.0,4.0,12.0,10.0,11.0,mother,3.0,1.0,0.0,no,no,no,no,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,2.0,17.0,15.0,15.0
180,GP,M,16,U,GT3,T,3,3,other,services,course,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,4.0,5.0,5.0,4.0,4.0,5.0,0.0,10.0,10.0,1.0,father,1.0,2.0,1.0,no,yes,yes,no,yes,yes,4.0,5.0,5.0,4.0,4.0,5.0,4.0,10.0,12.0,12.0
181,GP,M,16,U,LE3,T,1,2,health,services,course,mother,2.0,1.0,2.0,no,no,no,no,no,yes,yes,no,4.0,4.0,5.0,3.0,5.0,5.0,0.0,9.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,
182,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2.0,1.0,1.0,no,no,yes,yes,yes,no,yes,yes,3.0,3.0,2.0,2.0,2.0,5.0,8.0,8.0,8.0,9.0,mother,2.0,1.0,2.0,no,no,no,yes,no,yes,3.0,3.0,2.0,2.0,2.0,5.0,0.0,7.0,6.0,0.0
183,GP,M,17,R,GT3,T,3,2,other,other,course,mother,2.0,2.0,2.0,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4.0,1.0,4.0,3.0,4.0,7.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
184,GP,M,15,U,LE3,T,1,2,other,other,course,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,2.0,4.0,5.0,2.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
185,GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1.0,1.0,1.0,no,no,no,no,yes,no,yes,no,5.0,3.0,3.0,1.0,4.0,2.0,2.0,9.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
186,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4.0,2.0,0.0,no,no,no,yes,yes,no,no,yes,5.0,3.0,5.0,1.0,5.0,5.0,0.0,8.0,8.0,8.0,mother,4.0,2.0,3.0,no,no,no,yes,no,yes,5.0,3.0,5.0,1.0,5.0,5.0,0.0,5.0,8.0,7.0
187,GP,M,17,U,GT3,T,3,2,services,services,course,mother,2.0,1.0,3.0,no,yes,no,yes,no,no,no,no,4.0,5.0,2.0,1.0,1.0,2.0,10.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,
188,GP,M,16,U,GT3,T,2,2,other,other,course,father,1.0,2.0,0.0,no,no,no,no,yes,no,yes,no,4.0,3.0,5.0,2.0,4.0,4.0,0.0,9.0,10.0,11.0,father,1.0,2.0,0.0,no,no,no,no,no,no,4.0,3.0,5.0,2.0,4.0,4.0,4.0,10.0,10.0,10.0
189,GP,F,16,U,GT3,T,4,2,health,services,home,father,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,1.0,3.0,0.0,17.0,17.0,18.0,father,1.0,2.0,0.0,no,no,yes,no,yes,yes,4.0,2.0,3.0,1.0,1.0,3.0,0.0,14.0,15.0,16.0
190,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,1.0,5.0,1.0,1.0,4.0,0.0,12.0,12.0,13.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,5.0,1.0,5.0,1.0,1.0,4.0,0.0,6.0,7.0,0.0
191,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,3.0,0.0,16.0,16.0,17.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,2.0,1.0,1.0,3.0,0.0,14.0,14.0,14.0
192,GP,M,16,U,GT3,T,3,4,other,other,course,father,3.0,1.0,1.0,no,yes,no,yes,no,yes,yes,no,3.0,4.0,5.0,2.0,4.0,2.0,4.0,9.0,9.0,10.0,father,3.0,1.0,2.0,no,yes,no,yes,yes,no,3.0,4.0,5.0,2.0,4.0,2.0,0.0,6.0,5.0,0.0
193,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,3.0,0.0,16.0,17.0,18.0,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,3.0,2.0,13.0,15.0,16.0
194,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,5.0,0.0,11.0,9.0,10.0,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,5.0,0.0,13.0,11.0,10.0
195,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,5.0,1.0,1.0,3.0,0.0,14.0,13.0,13.0,mother,1.0,2.0,3.0,no,no,no,yes,yes,yes,4.0,3.0,5.0,1.0,1.0,3.0,0.0,8.0,7.0,0.0
196,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,5.0,1.0,1.0,4.0,0.0,14.0,14.0,15.0,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,4.0,5.0,1.0,1.0,4.0,4.0,10.0,11.0,9.0
197,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,4.0,4.0,4.0,4.0,4.0,0.0,10.0,11.0,11.0,mother,2.0,2.0,0.0,no,no,yes,yes,yes,no,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,9.0,9.0
198,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,0.0,13.0,12.0,14.0,mother,2.0,2.0,0.0,no,no,yes,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,2.0,13.0,13.0,11.0
199,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,4.0,1.0,4.0,4.0,4.0,11.0,9.0,10.0,father,1.0,2.0,0.0,no,no,no,yes,yes,no,4.0,3.0,4.0,1.0,4.0,4.0,4.0,6.0,5.0,6.0
200,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,3.0,4.0,3.0,8.0,10.0,9.0,11.0,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,4.0,3.0,3.0,3.0,4.0,3.0,10.0,10.0,8.0,9.0
201,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,5.0,2.0,3.0,1.0,1.0,2.0,4.0,11.0,11.0,13.0,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,5.0,2.0,3.0,1.0,1.0,2.0,4.0,10.0,10.0,11.0
202,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3.0,4.0,3.0,2.0,3.0,3.0,4.0,11.0,10.0,11.0,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,3.0,4.0,3.0,2.0,3.0,3.0,10.0,9.0,8.0,8.0
203,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,4.0,2.0,2.0,3.0,5.0,0.0,17.0,18.0,17.0,father,1.0,2.0,0.0,no,yes,no,yes,yes,no,5.0,4.0,2.0,2.0,3.0,5.0,0.0,16.0,17.0,17.0
204,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,2.0,3.0,1.0,32.0,14.0,13.0,14.0,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,5.0,3.0,3.0,2.0,3.0,1.0,56.0,9.0,9.0,8.0
205,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,1.0,2.0,2.0,1.0,2.0,1.0,8.0,14.0,15.0,16.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,1.0,2.0,2.0,1.0,2.0,1.0,14.0,12.0,13.0,12.0
206,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,2.0,3.0,4.0,6.0,11.0,13.0,14.0,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,4.0,3.0,4.0,2.0,3.0,4.0,12.0,12.0,12.0,11.0
207,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,0.0,10.0,9.0,11.0,mother,1.0,1.0,0.0,no,yes,yes,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,2.0,11.0,12.0,11.0
208,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,5.0,0.0,13.0,14.0,16.0,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,5.0,0.0,15.0,15.0,15.0
209,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,yes,3.0,3.0,3.0,1.0,3.0,3.0,10.0,12.0,13.0,14.0,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,3.0,3.0,3.0,1.0,3.0,3.0,6.0,8.0,7.0,9.0
210,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,no,no,3.0,1.0,3.0,1.0,5.0,3.0,6.0,9.0,9.0,10.0,mother,1.0,2.0,0.0,no,no,no,no,yes,no,3.0,1.0,3.0,1.0,5.0,3.0,4.0,8.0,9.0,10.0
211,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,2.0,6.0,12.0,12.0,13.0,mother,1.0,2.0,0.0,no,no,no,no,yes,no,4.0,3.0,3.0,1.0,1.0,2.0,10.0,11.0,12.0,13.0
212,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,12.0,11.0,12.0,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,8.0,8.0,9.0
213,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,4.0,4.0,4.0,5.0,5.0,16.0,10.0,11.0,12.0,other,2.0,2.0,0.0,no,no,yes,yes,yes,no,4.0,4.0,4.0,4.0,5.0,5.0,12.0,7.0,8.0,8.0
214,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,3.0,4.0,5.0,0.0,11.0,10.0,10.0,mother,1.0,1.0,0.0,no,yes,no,yes,yes,no,4.0,3.0,2.0,3.0,4.0,5.0,8.0,8.0,9.0,10.0
215,GP,M,16,U,GT3,T,2,3,other,other,home,father,2.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,13.0,12.0,12.0,father,2.0,1.0,0.0,no,no,no,no,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0.0,13.0,14.0,14.0
216,GP,F,17,U,LE3,T,2,4,services,services,course,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,8.0,14.0,15.0,16.0,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,0.0,14.0,15.0,15.0
217,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,3.0,1.0,2.0,5.0,4.0,13.0,13.0,14.0,mother,1.0,1.0,0.0,no,no,no,no,yes,no,5.0,2.0,3.0,1.0,2.0,5.0,4.0,17.0,15.0,16.0
218,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,3.0,3.0,4.0,3.0,5.0,3.0,16.0,10.0,11.0,12.0,father,3.0,1.0,0.0,no,yes,yes,yes,yes,no,3.0,3.0,4.0,3.0,5.0,3.0,8.0,9.0,9.0,10.0
219,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2.0,1.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,4.0,2.0,3.0,2.0,30.0,14.0,15.0,16.0,mother,2.0,1.0,1.0,no,yes,no,no,yes,no,4.0,2.0,4.0,2.0,3.0,2.0,24.0,18.0,18.0,18.0
220,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,5.0,2.0,1.0,2.0,3.0,0.0,11.0,10.0,11.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,5.0,2.0,1.0,2.0,3.0,0.0,9.0,9.0,10.0
221,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5.0,1.0,5.0,2.0,2.0,14.0,14.0,15.0,mother,1.0,2.0,0.0,no,yes,no,yes,yes,no,4.0,3.0,5.0,1.0,5.0,2.0,2.0,16.0,16.0,16.0
222,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,no,no,4.0,4.0,3.0,1.0,3.0,4.0,4.0,11.0,12.0,12.0,mother,1.0,2.0,0.0,yes,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,3.0,4.0,6.0,8.0,10.0,10.0
223,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,no,no,4.0,4.0,4.0,1.0,3.0,1.0,0.0,14.0,15.0,15.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,4.0,9.0,9.0,10.0
224,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,3.0,21.0,13.0,13.0,13.0,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,5.0,3.0,2.0,1.0,2.0,3.0,18.0,7.0,6.0,6.0
225,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2.0,4.0,0.0,no,yes,no,yes,no,yes,yes,no,5.0,3.0,5.0,1.0,1.0,5.0,6.0,13.0,13.0,13.0,mother,2.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,3.0,5.0,1.0,1.0,5.0,6.0,10.0,10.0,11.0
226,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1.0,3.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,3.0,3.0,4.0,5.0,14.0,8.0,9.0,8.0,mother,1.0,3.0,1.0,no,yes,yes,no,yes,yes,4.0,4.0,3.0,3.0,4.0,5.0,28.0,10.0,9.0,9.0
227,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,4.0,2.0,11.0,11.0,12.0,mother,1.0,2.0,3.0,no,yes,yes,no,yes,no,2.0,3.0,3.0,2.0,2.0,4.0,5.0,7.0,7.0,7.0
228,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,3.0,2.0,1.0,1.0,1.0,4.0,14.0,15.0,15.0,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,1.0,3.0,2.0,1.0,1.0,1.0,10.0,11.0,12.0,13.0
229,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,4.0,3.0,2.0,1.0,4.0,5.0,2.0,12.0,13.0,13.0,mother,2.0,1.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,2.0,1.0,4.0,5.0,6.0,9.0,9.0,10.0
230,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,4.0,0.0,11.0,12.0,12.0,mother,2.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,4.0,6.0,7.0,7.0,7.0
231,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,4.0,12.0,12.0,12.0,other,1.0,4.0,0.0,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,10.0,8.0,8.0,8.0
232,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,3.0,5.0,4.0,5.0,3.0,15.0,13.0,12.0,12.0,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,5.0,3.0,5.0,4.0,5.0,3.0,13.0,12.0,12.0,13.0
233,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1.0,2.0,0.0,yes,yes,no,no,yes,yes,yes,no,3.0,3.0,4.0,1.0,1.0,4.0,0.0,13.0,13.0,13.0,mother,1.0,2.0,0.0,yes,yes,yes,no,yes,no,3.0,3.0,4.0,1.0,1.0,4.0,0.0,12.0,13.0,14.0
234,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,2.0,4.0,5.0,10.0,12.0,11.0,11.0,mother,1.0,2.0,1.0,no,yes,yes,yes,yes,no,4.0,4.0,4.0,2.0,4.0,5.0,15.0,6.0,7.0,8.0
235,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,5.0,2.0,1.0,1.0,2.0,3.0,6.0,12.0,11.0,11.0,mother,1.0,1.0,0.0,no,yes,yes,no,yes,no,5.0,2.0,1.0,1.0,2.0,3.0,12.0,8.0,10.0,10.0
236,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,2.0,14.0,16.0,15.0,mother,2.0,2.0,0.0,no,no,yes,no,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,2.0,14.0,15.0,15.0
237,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,3.0,4.0,5.0,2.0,4.0,1.0,16.0,11.0,9.0,10.0,mother,1.0,2.0,2.0,no,no,yes,no,yes,yes,3.0,4.0,5.0,2.0,4.0,1.0,22.0,6.0,6.0,4.0
238,GP,M,18,U,LE3,T,3,3,services,health,home,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,2.0,4.0,2.0,4.0,4.0,10.0,10.0,10.0,10.0,father,1.0,2.0,1.0,no,yes,yes,no,yes,no,3.0,2.0,4.0,2.0,4.0,4.0,13.0,6.0,6.0,8.0
239,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,3.0,3.0,3.0,1.0,4.0,3.0,4.0,12.0,13.0,13.0,father,2.0,1.0,0.0,no,yes,yes,no,yes,no,3.0,3.0,3.0,1.0,4.0,3.0,3.0,7.0,7.0,8.0
